internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
103874452,Montecincla fairbanki,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Montecincla,fairbanki,,,,,"(Blanford, 1869)","<p><em></em></p><p>  </p><p><em>Trochalopteron fairbanki, T. meridionale, T. jerdoni&#160;</em>and&#160;<em>T. cachinnans&#160;</em>have been moved to the new genus&#160;<em>Montecincla&#160;</em>after they were found to be&#160;sister to a clade composed of&#160;<em>Heterophasia, Minla, Actinodura, Leiothrix, Liocichla&#160;</em>and&#160;<em>Crocias&#160;</em>(Robin&#160;<em>et al.&#160;</em>2017). They have also received new common names, and are listed as<em>&#160;</em>Palani Chilappan<em>&#160;Montecincla fairbanki</em>,&#160;Ashambu Chilappan&#160;<em>M. meridionalis</em>, Banasura Chilappan<em>&#160;M. jerdoni</em>&#160;and Nilgiri Chilappan&#160;<em>M. cachinnans</em>.<br/><em><br/>T. fairbanki&#160;</em>and<em>&#160;T. meridionale</em>&#160;(del Hoyo and Collar 2016) were previously lumped as&#160;<em>Strophocincla fairbanki&#160;</em>following Rasmussen and Anderton (2005).</p>  <p></p>"
22735416,Sholicola major,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Sholicola,major,,,,,"(Jerdon, 1844)","<em>Myiomela albiventris&#160;</em>and&#160;<em>M. major&#160;</em>have been moved to the new genus&#160;<em>Sholicola&#160;</em>after they were found to be&#160;sister to a newly uncovered clade composed of several genera of mainly Asian blue-flycatchers (Robin&#160;<em>et al.&#160;</em>2017). They have also received new common names, and are listed as<em>&#160;</em>White-bellied Sholakili<em>&#160;Sholicola albiventris&#160;</em>and Nilgiri Sholakili&#160;<em>S. major</em>."
22735943,Nesospiza acunhae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Nesospiza,acunhae,,,,,"Cabanis, 1873","Nominate subspecies and <em>fraseri </em>formerly considered conspecific with <em>N. questi</em> of Nightingale I, but genetic evidence suggests independent evolution on each island. Subspecies of present species breed assortatively in coastal habitats, where large-billed <em>dunnei </em>and small-billed, drab nominate subspecies behave as distinct species (distinct songs, and territorial behaviour focused primarily on members of own subspecies); in contrast, all three subspecies interbreed in ecotone between Blechnum heath and <em>Phylica </em>woodland on the island’s plateau. Three subspecies recognized."
22736120,Phyllomyias weedeni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,weedeni,,,,,"Herzog, Kessler & Balderrama, 2008",
22736423,Chasiempis ibidis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Chasiempis,ibidis,,,,,"Stejneger, 1988",
22736440,Chasiempis sandwichensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Chasiempis,sandwichensis,,,,,"(Gmelin, 1789)",
45015567,Nisaetus philippensis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus,philippensis,,,,,"(Gould, 1863)","<em>Nisaetus philippensis</em> and <em>N. pinskeri</em> (del Hoyo and Collar 2014) were previously lumped as <em>N.</em> <em>philippensis</em> following Haring <em>et al</em>. (2006), which before then was placed in the genus <em>Spizaetus </em>following Sibley and Monroe (1990, 1993)."
45355372,Lophura inornata,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lophura,inornata,,,,,"(Salvadori, 1879)","<em>Lophura inornata</em>&#160;(del Hoyo and Collar 2014) was previously split as&#160;<em>L.&#160;inornata</em>&#160;and&#160;<em>L. hoogerwerfi</em>&#160;following Sibley and Monroe (1990, 1993)."
45359050,Malacoptila minor,ANIMALIA,CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Malacoptila,minor,,,,,"Sassi, 1911","<em>Malacoptila striata</em> and <em>M. minor</em> (del Hoyo and Collar 2014) were previously lumped as <em>M. striata</em> following Sibley and Monroe (1990, 1993)."
45449331,Ninox malaitae,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,malaitae,,,,,"Mayr, 1931","<em>Ninox jacquinoti</em>, <em>N. granti</em>, <em>N. malaitae</em> and <em>N. roseoaxillaris</em> (del Hoyo and Collar 2014) were previously lumped as <em>N. jacquinoti </em>following Sibley and Monroe (1990, 1993)."
45449334,Ninox roseoaxillaris,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,roseoaxillaris,,,,,"(Hartert, 1929)","<em>Ninox jacquinoti</em>, <em>N. granti</em>, <em>N. malaitae</em> and <em>N. roseoaxillaris</em> (del Hoyo and Collar 2014) were previously lumped as <em>N. jacquinoti </em>following Sibley and Monroe (1990, 1993)."
45470698,Psophia dextralis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,dextralis,,,,,"Conover, 1934","<em>Psophia viridis</em>, <em>P. dextralis</em> and <em>P. obscura</em> (del Hoyo and Collar 2014) were previously lumped as <em>P. viridis</em> following Sibley and Monroe (1990, 1993)."
45470705,Psophia viridis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,viridis,,,,,"Spix, 1825","<em>Psophia viridis</em>, <em>P. dextralis</em> and <em>P. obscura</em> (del Hoyo and Collar 2014) were previously lumped as <em>P. viridis</em> following Sibley and Monroe (1990, 1993)."
61655451,Ceyx melanurus,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Ceyx,melanurus,,,,,"(Kaup, 1848)","<em>Ceyx melanurus</em> and <em>C. mindanensis</em> (del Hoyo and Collar 2014) were previously lumped as <em>C. melanurus</em> following Sibley and Monroe (1990, 1993)."
61655468,Ceyx mindanensis,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Ceyx,mindanensis,,,,,"Steere, 1890","<em>Ceyx melanurus</em> and <em>C. mindanensis</em> (del Hoyo and Collar 2014) were previously lumped as <em>C. melanurus</em> following Sibley and Monroe (1990, 1993)."
62049529,Chrysophlegma humii,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Chrysophlegma,humii,,,,,"Hargitt, 1889","<em>Chrysophlegma mentale&#160;</em>and<em>&#160;C. humii&#160;</em>(del Hoyo and Collar 2014) were previously placed in the genus&#160;<em>Picus&#160;</em>and lumped as&#160;<em>P. mentalis&#160;</em>following Sibley and Monroe (1990, 1993)."
62049548,Chrysophlegma mentale,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Chrysophlegma,mentale,,,,,"(Temminck, 1825)","<em>Chrysophlegma mentale&#160;</em>and<em> C. humii </em>(del Hoyo and Collar 2014) were previously placed in the genus <em>Picus </em>and lumped as <em>P. mentalis </em>following Sibley and Monroe (1990, 1993)."
62289271,Prosobonia parvirostris,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,parvirostris,,,,,"(Peale, 1848)","<em>Prosobonia cancellata</em> and <em>P. parvirostris</em> (del Hoyo and Collar 2014) were previously lumped as <em>P. cancellata</em> following Sibley and Monroe (1990, 1993)."
62290539,Otus sulaensis,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,sulaensis,,,,,"(Hartert, 1898)","<em>Otus manadensis</em>, <em>O. mendeni</em> and <em>O. sulaensis</em> (del Hoyo and Collar 2014) were previously lumped as <em>O. manadensis</em> following Sibley and Monroe (1990, 1993)."
62292583,Coracopsis sibilans,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Coracopsis,sibilans,,,,,"Milne-Edwards &amp; Oustalet, 1885","<em>Coracopsis nigra</em>,<em> C. barklyi</em> and <em>C. sibilans</em> (del Hoyo and Collar 2014) were previously lumped as <em>C. nigra</em> following Sibley and Monroe (1990, 1993)."
22678949,Coturnix japonica,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,japonica,,,,,"Temminck &amp; Schlegel, 1849",
22679287,Crossoptilon harmani,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,harmani,,,,,"Elwes, 1881",
22681562,Meiglyptes tukki,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Meiglyptes,tukki,,,,,"(Lesson, 1839)",
22692199,Psophia leucoptera,ANIMALIA,CHORDATA,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,leucoptera,,,,,"Spix, 1825",
102998975,Pitta morotaiensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta,morotaiensis,,,,,"van Bemmel, 1939","<p><em>Pitta maxima </em>and<em> P. morotaiensis</em> (del Hoyo and Collar 2016) were previously lumped as <em>P. maxima</em> following Sibley &amp; Monroe (1990, 1993).</p>"
103656357,Erythropitta inspeculata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Erythropitta,inspeculata,,,,,"(Meyer &amp; Wiglesworth, 1894)","<em>Erythropitta erythrogaster, E. inspeculata,   E. caeruleitorques, E.   palliceps, Erythropitta   celebensis, E. rufiventris, E. rubrinucha,  E.    macklotii, E. meeki, E. gazellae, E. splendida and E.  novaehibernicae</em> (del Hoyo and Collar 2016) were previously lumped as <em>Pitta erythrogaster</em> following   Christidis and Boles (2008) and Sibley and Monroe (1990, 1993)."
103656367,Erythropitta caeruleitorques,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Erythropitta,caeruleitorques,,,,,"(Salvadori, 1876)","<em>Erythropitta erythrogaster, E. inspeculata,   E. caeruleitorques, E.   palliceps, Erythropitta   celebensis, E. rufiventris, E. rubrinucha,  E.    macklotii, E. meeki, E. gazellae, E. splendida and E.  novaehibernicae</em> (del Hoyo and Collar 2016) were previously lumped as <em>Pitta erythrogaster</em> following   Christidis and Boles (2008) and Sibley and Monroe (1990, 1993)."
103656371,Erythropitta palliceps,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Erythropitta,palliceps,,,,,"(Brüggemann, 1876)","<em>Erythropitta erythrogaster, E. inspeculata,   E. caeruleitorques, E.   palliceps, Erythropitta   celebensis, E. rufiventris, E. rubrinucha,  E.    macklotii, E. meeki, E. gazellae, E. splendida and E.  novaehibernicae</em> (del Hoyo and Collar 2016) were previously lumped as <em>Pitta erythrogaster</em> following   Christidis and Boles (2008) and Sibley and Monroe (1990, 1993)."
103656944,Eurylaimus javanicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EURYLAIMIDAE,Eurylaimus,javanicus,,,,,"Horsfield, 1821","<p><em>Eurylaimus javanicus </em>and<em> E. harterti </em>(del Hoyo and Collar 2016) were previously lumped as <em>E. javanicus</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103661265,Deconychura pallida,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Deconychura,pallida,,,,,"Zimmer, 1929","<p><em>Deconychura longicauda, D. typica </em>and<em> D. pallida</em> (del Hoyo and Collar 2016) were previously lumped as <em>D. longicauda</em> following AOU (1998 &amp; supplements), SACC (2005 &amp; updates), Sibley &amp; Monroe (1990, 1993) and Stotz et al. (1996).</p>  <p>&#160;</p>"
103661296,Dendrocolaptes punctipectus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocolaptes,punctipectus,,,,,"Phelps &amp; Gilliard, 1940",<p><em>Dendrocolaptes sanctithomae </em>and<em> D. punctipectus</em> (del Hoyo and Collar 2016) were previously lumped as <em>D. sanctithomae</em> following AOU (1998 &amp; supplements) and SACC (2005 &amp; updates).</p>  <p>&#160;</p>
22728535,Laniisoma buckleyi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TITYRIDAE,Laniisoma,buckleyi,,,,,"(Sclater &amp; Salvin, 1880)","<em>Laniisoma elegans</em> and <em>L. buckleyi</em><em> </em>(del Hoyo and Collar   2016) were previously lumped as <em>L. elegans</em> following SACC (2005 &amp; updates), Sibley &amp; Monroe   (1990, 1993) and Stotz et al. (1996)."
22704697,Gerygone hypoxantha,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Gerygone,hypoxantha,,,,,"Salvadori, 1878","<p><em>Gerygone magnirostris </em>and<em> G. hypoxantha </em>(del Hoyo and Collar 2016) were previously lumped as<em> G. magnirostris</em> following Christidis &amp; Boles (2008) and Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103694114,Pericrocotus albifrons,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CAMPEPHAGIDAE,Pericrocotus,albifrons,,,,,"Jerdon, 1862","<p><em>Pericrocotus erythropygius </em>and<em> P. albifrons</em> (del Hoyo and Collar 2016) were previously lumped as <em>P. erythropygius</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103702904,Lalage conjuncta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CAMPEPHAGIDAE,Lalage,conjuncta,,,,,"Rothschild &amp; Hartert, 1924","<p><em>Lalage leucomela </em>and<em> L. conjuncta</em> (del Hoyo and Collar 2016) were previously lumped as <em>L. leucomela </em>following Christidis &amp; Boles (2008) and Sibley &amp; Monroe (1990, 1993).</p>"
103703653,Cyanolanius comorensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,VANGIDAE,Cyanolanius,comorensis,,,,,"(Shelley, 1894)","<p><em>Cyanolanius madagascarinus </em>and<em> C. comorensis</em> (del Hoyo and Collar 2016) were previously lumped as <em>C. madagascarinus</em> following Dowsett &amp; Forbes-Watson (1993) and Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103714645,Symposiachrus ateralbus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Symposiachrus,ateralbus,,,,,"(Salomonsen, 1964)","<p><em>Symposiachrus verticalis </em>and<em> S. ateralbus</em> (del Hoyo and Collar 2016) were previously lumped as <em>Monarcha verticalis</em> following Sibley &amp; Monroe (1990, 1993).</p>"
103719397,Urocissa xanthomelana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Urocissa,xanthomelana,,,,,"(Delacour, 1927)","<p><em>Urocissa whiteheadi </em>and<em> U. xanthomelana </em>(del Hoyo and Collar 2016) were previously lumped as <em>U. whiteheadi </em>following Sibley &amp; Monroe (1990, 1993).</p>"
103823501,Hypsipetes catarmanensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Hypsipetes,catarmanensis,,,,,"(Rand &amp; Rabor, 1969)","<p><em>Hypsipetes everetti, H. catarmanensis </em>and<em> H. haynaldi </em>(del Hoyo and Collar 2016) were previously lumped as<em> Ixos everetti</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103823597,Hypsipetes haynaldi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Hypsipetes,haynaldi,,,,,"(Blasius, 1890)","<p><em>Hypsipetes everetti, H. catarmanensis </em>and<em> H. haynaldi </em>(del Hoyo and Collar 2016) were previously lumped as<em> Ixos everetti</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103823979,Hypsipetes moheliensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Hypsipetes,moheliensis,,,,,"(Benson, 1960)","<p><em>Hypsipetes parvirostris </em>and<em> H. moheliensis</em> (del Hoyo and Collar 2016) were previously lumped as <em>H. parvirostris</em> following Dowsett &amp; Forbes-Watson (1993) and Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103894733,Mixornis prillwitzi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Mixornis,prillwitzi,,,,,"E. Hartert, 1901","<p><em>Mixornis flavicollis </em>and<em> M. prillwitzi </em>(del Hoyo and Collar 2016) were previously lumped as <em>Macronous flavicollis</em> following Sibley &amp; Monroe (1990, 1993).</p>"
103872201,Pterorhinus monachus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Pterorhinus,monachus,,,,,"Swinhoe, 1870","<p>Previously treated as <em>Garrulax monachus</em> (del Hoyo and Collar 2016) but moved to current genus following Cibois <em>et al.</em> (2018). Until recently considered conspecific with <em>P. chinensis</em>&#160;as&#160;<em>G. chinensis</em>&#160;following Sibley &amp; Monroe (1990, 1993), but split prompted by molecular evidence (Wu <em>et al. </em>2012) although comparisons failed to include <em>P. c. germaini</em>, the closest in plumage colour; differs from latter in its black vs white ear-coverts, lower face and submoustachial area (4); all-darkish-brown underparts with no hint of mid-grey on belly (1); notably smaller size (effect size for male wings –2.82, score 2). Monotypic.</p>"
103874754,Montecincla meridionalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Montecincla,meridionalis,,,,,"(Blanford, 1880)","<p><em>Trochalopteron fairbanki, T. meridionale, T. jerdoni </em>and <em>T. cachinnans </em>have been moved to the new genus <em>Montecincla </em>after they were found to be&#160;sister to a clade composed of<em> Heterophasia, Minla, Actinodura, Leiothrix, Liocichla </em>and <em>Crocias </em>(Robin <em>et al. </em>2017). They have also received new common names, and are listed as<em>&#160;</em>Palani Chilappan<em>&#160;Montecincla fairbanki</em>,&#160;Ashambu Chilappan <em>M. meridionalis</em>, Banasura Chilappan<em>&#160;M. jerdoni</em> and Nilgiri Chilappan <em>M. cachinnans</em>.<br/><em><br/>T. fairbanki </em>and<em> T. meridionale</em> (del Hoyo and Collar 2016) were previously lumped as <em>Strophocincla fairbanki </em>following Rasmussen and Anderton (2005).</p>"
103874145,Montecincla jerdoni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Montecincla,jerdoni,,,,,"(Blyth, 1851)","<p><em>Trochalopteron fairbanki, T. meridionale, T. jerdoni&#160;</em>and&#160;<em>T. cachinnans&#160;</em>have been moved to the new genus&#160;<em>Montecincla&#160;</em>after they were found to be&#160;sister to a clade composed of&#160;<em>Heterophasia, Minla, Actinodura, Leiothrix, Liocichla&#160;</em>and&#160;<em>Crocias&#160;</em>(Robin&#160;<em>et al.&#160;</em>2017). They have also received new common names, and are listed as<em>&#160;</em>Palani Chilappan<em>&#160;Montecincla fairbanki</em>,&#160;Ashambu Chilappan&#160;<em>M. meridionalis</em>, Banasura Chilappan<em>&#160;M. jerdoni</em>&#160;and Nilgiri Chilappan&#160;<em>M. cachinnans</em>.<br/><em><br/>T. fairbanki&#160;</em>and<em>&#160;T. meridionale</em>&#160;(del Hoyo and Collar 2016) were previously lumped as&#160;<em>Strophocincla fairbanki&#160;</em>following Rasmussen and Anderton (2005).</p>"
103758091,Cyanoptila cumatilis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cyanoptila,cumatilis,,,,,"Thayer &amp; Bangs, 1909","<p><em>Cyanoptila cyanomelana </em>and<em> C. cumatilis </em>(del Hoyo and Collar 2016) were previously lumped as <em>C. cyanomelana</em> following Christidis &amp; Boles (2008) and Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22735640,Stiphrornis pyrrholaemus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Stiphrornis,pyrrholaemus,,,,,"Schmidt &amp; Angehr, 2008","<p><em>Stiphrornis erythrothorax, S. xanthogaster </em>and<em> S. pyrrholaemus </em>(del Hoyo and Collar 2016) were previously lumped as <em>S. erythrothorax</em> following Dowsett &amp; Forbes-Watson (1993) and Sibley &amp; Monroe (1990, 1993).</p>  <em>Stiphrornis erythrothorax<br/><br/></em>"
103866352,Heinrichia simplex,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Heinrichia,simplex,,,,,"(Stresemann, 1931)","<p><em>Heinrichia calligyna </em>and <em>H. simplex </em>(del Hoyo and Collar 2016) were previously lumped as <em>H. calligyna</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103767625,Larvivora tanensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Larvivora,tanensis,,,,,(Kuroda 1923),"<p><em>Larvivora akahige</em> and <em>L. tanensis </em>(del Hoyo and Collar 2016) were previously placed in the genus <em>Erithacus </em>and lumped as <em>E. akahige </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103867212,Hylocitrea bonthaina,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HYLOCITREIDAE,Hylocitrea,bonthaina,,,,,"(Meyer &amp; Wiglesworth, 1896)","<p><em>Hylocitrea bonensis</em> and <em>H. bonthaina </em>(del Hoyo and Collar 2016) were previously lumped as <em>H. bonensis </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103823664,Hemignathus affinis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Hemignathus,affinis,,,,,"Rothschild, 1893","<p><em>Hemignathus lucidus</em>,<em> H. hanapepe</em> and<em> H. affinis</em> (del Hoyo and Collar 2016) were previously lumped as<em> H. lucidus </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993).</p>"
103764849,Chrysocorythus mindanensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Chrysocorythus,mindanensis,,,,,"(Ripley &amp; Rabor, 1961)","<p><em>Chrysocorythus estherae</em> and<em> C. caniceps</em> (del Hoyo and Collar 2016) were previously placed in the genus <em>Serinus </em>and lumped as<em> S. estherae </em>following Sibley &amp; Monroe (1990, 1993).</p>"
22724893,Arremon basilicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,basilicus,,,,,"(Bangs, 1898)","<p><em>Arremon torquatus</em>, <em>A. costaricensis</em>, <em>A. assimilis</em>, <em>A. basilicus</em>, <em>A. perijanus</em>, <em>A. atricapillus</em>, <em>A. phaeopleurus </em>and<em> A. phygas</em> (del Hoyo and Collar 2016) were previously lumped as A<em>. torquatus </em>following AOU (1998 &amp; supplements); SACC (2005 &amp; updates).</p>"
22724899,Arremon perijanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,perijanus,,,,,"(Phelps, Sr and Gilliard, 1940)","<p><em>Arremon torquatus</em>, <em>A. costaricensis</em>, <em>A. assimilis</em>, <em>A. basilicus</em>, <em>A. perijanus</em>, <em>A. atricapillus</em>, <em>A. phaeopleurus </em>and<em> A. phygas</em> (del Hoyo and Collar 2016) were previously lumped as A<em>. torquatus </em>following AOU (1998 &amp; supplements); SACC (2005 &amp; updates).</p>"
22724917,Arremon phygas,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,phygas,,,,,"(Berlepsch, 1912)","<p><em>Arremon torquatus</em>, <em>A. costaricensis</em>, <em>A. assimilis</em>, <em>A. basilicus</em>, <em>A. perijanus</em>, <em>A. atricapillus</em>, <em>A. phaeopleurus </em>and<em> A. phygas</em> (del Hoyo and Collar 2016) were previously lumped as A<em>. torquatus </em>following AOU (1998 &amp; supplements); SACC (2005 &amp; updates).</p>  <p>&#160;</p>"
103711391,Myiagra cervinicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Myiagra,cervinicolor,,,,,"(Salomonsen, 1964)","<em>Myiagra hebetior, M. eichhorni</em> and <em>M. cervinicolor</em><em> </em>(del Hoyo and   Collar 2016) were previously lumped as <em>M. hebetior</em> following Sibley &amp; Monroe (1990, 1993)."
103798427,Cinnyris prigoginei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,prigoginei,,,,,"(Macdonald, 1958)","<p><em>Cinnyris afer</em>, <em>C. stuhlmanni</em>, <em>C. prigoginei </em>and <em>C. ludovicensis </em>(del Hoyo and Collar 2016) were previously placed in the genus <em>Nectarinia</em> and lumped as <em>N. afra </em>following Dowsett &amp; Forbes-Watson (1993).</p>  <p>&#160;</p>"
103799620,Cinnyris usambaricus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,usambaricus,,,,,"(Grote, 1922)","<p><em>Cinnyris mediocris </em>and <em>C. usambaricus </em>(del Hoyo and Collar 2016) were previously placed in the genus <em>Nectarinia</em> and lumped as <em>N. mediocris </em>following Bowie et al. (2004), BirdLife Taxonomic Working Group.</p>  <p>&#160;</p>"
22721102,Junco insularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Junco,insularis,,,,,"Ridgway, 1876",<p><em>Junco hyemalis </em>and<em> J. insularis</em> (del Hoyo and Collar 2016) were previously lumped as <em>J. hyemalis </em>following AERC TAC (2003); AOU (1998 &amp; supplements); Cramp et al. (1977-1994).</p>  <p>&#160;</p>
103707852,Rhipidura sauli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,sauli,,,,,"Bourns &amp; Worcester, 1894","<em>Rhipidura cyaniceps, R. sauli </em>and <em>R. albiventris</em> (del Hoyo and Collar   2016) were previously lumped as <em>R. cyaniceps</em> following Sibley &amp; Monroe (1990, 1993)."
103710745,Rhipidura rufilateralis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,rufilateralis,,,,,"Sharpe, 1879","<em>Rhipidura verreauxi, R. spilodera, R. layardi</em> and <em>R. rufilateralis</em> (del Hoyo and Collar 2016) were previously lumped as <em>R. verreauxi</em> following Sibley &amp;   Monroe (1990, 1993)."
103761646,Cyornis camarinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cyornis,camarinensis,,,,,"(Rand &amp; Rabor, 1967)","<p><em>Cyornis herioti </em>and<em> C. camarienensis</em> (del Hoyo and Collar 2016) were previously lumped as<em> C. herioti</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103879831,Zoothera atrigena,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Zoothera,atrigena,,,,,"Ripley &amp; Hadden, 1982","<p><em>Zoothera talaseae </em>and<em> Z. atrigena</em> (del Hoyo and Collar 2016) were previously lumped as <em>Z. talaseae</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22734114,Turdus roehli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,roehli,,,,,"Reichenow, 1905","<p><em>Turdus olivaceus, T. abyssinicus, T. roehli </em>and<em> T. smithi </em>(del Hoyo and Collar 2016) were previously lumped as <em>T. olivaceus</em> following Collar and Stuart (1985) and Collar et al. (1994).</p>  <p>&#160;</p>"
22688449,Tyto nigrobrunnea,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,TYTONIDAE,Tyto,nigrobrunnea,,,,,"Neumann, 1939",
22709711,Larvivora ruficeps,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Larvivora,ruficeps,,,,,"Hartert, 1907","<p><em>Larvivora ruficeps</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Luscinia </em>following Sibley and Monroe (1990, 1993).</p>"
62290488,Otus mendeni,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,mendeni,,,,,"Neumann, 1939","<em>Otus manadensis</em>, <em>O. mendeni</em> and <em>O. sulaensis</em> (del Hoyo and Collar 2014) were previously lumped as <em>O. manadensis</em> following Sibley and Monroe (1990, 1993)."
